"RK","PLAYER","RESULT","PASS_EPA","RUN_EPA","SACK_EPA","PEN_EPA","TOTAL_EPA","ACT_PLAYS","RAW_QBR","TOTAL_QBR","Week","Team","Opponent","QB","QBshort","Win","Points_For"
3,"Jared Goff, CAL","W 45-44  @ TEX",11,2.6,-1.7,0,11.9,40,94.3,96.8,3,"CAL","TEX","Jared Goff","Goff, J","W",45
4,"Brent Stockstill, MTSU","W 73-14  vs CHAR",6.4,-0.7,-0.2,0,5.6,31,97.2,96.5,3,"MTSU","CHAR","Brent Stockstill","Stockstill, B","W",73
5,"Chad Kelly, MISS","W 43-37  @ ALA",5.6,1.4,-1.1,0.6,6.6,44,78,95.8,3,"MISS","ALA","Chad Kelly","Kelly, C","W",43
6,"Cody Kessler, USC","L 41-31  vs STAN",7.5,2.1,-0.6,0.8,9.8,38,93.5,95.6,3,"USC","STAN","Cody Kessler","Kessler, C","L",31
7,"Ryan Metz, UTEP","W 50-47  @ NMSU",6.5,1.2,0,0.2,7.9,23,98,95.5,3,"UTEP","NMSU","Ryan Metz","Metz, R","W",50
8,"Brandon Harris, LSU","W 45-21  vs AUB",1.7,3.3,0,0,5,27,92.5,95.1,3,"LSU","AUB","Brandon Harris","Harris, B","W",45
9,"Connor Cook, MSU","W 35-21  vs AFA",7.1,-0.5,-1.1,1.4,6.8,32,94.9,94,3,"MSU","AFA","Connor Cook","Cook, C","W",35
10,"Dane Evans, TLSA","L 52-38  @ OKLA",10,-1.1,-0.3,0.7,9.3,62,83.8,93.9,3,"TLSA","OKLA","Dane Evans","Evans, D","L",38
11,"Baker Mayfield, OKLA","W 52-38  vs TLSA",13.9,3.8,-1.6,0.1,16.2,56,96.5,93.1,3,"OKLA","TLSA","Baker Mayfield","Mayfield, B","W",52
12,"Jake Browning, WASH","W 31-17  vs USU",8.7,0,-0.7,0.1,8.1,36,91.5,92.7,3,"WASH","USU","Jake Browning","Browning, J","W",31
13,"Patrick Mahomes, TTU","W 35-24  @ ARK",7.6,4.2,0,-0.2,11.6,42,92.6,92.6,3,"TTU","ARK","Patrick Mahomes","Mahomes, P","W",35
14,"Marquise Williams, UNC","W 48-14  vs ILL",2.2,4,0,0.1,6.3,37,86.3,91.1,3,"UNC","ILL","Marquise Williams","Williams, M","W",48
15,"Nick Mullens, USM","W 56-50  @ TXST",11.6,-0.4,-0.6,0.6,11.3,32,96.5,90.7,3,"USM","TXST","Nick Mullens","Mullens, N","W",56
16,"Zach Terrell, WMU","W 52-20  vs MURR",9,-0.4,-0.6,0,8,33,96.7,90.5,3,"WMU","MURR","Zach Terrell","Terrell, Z","W",52
17,"Brandon Doughty, WKU","L 38-35  @ IND",12.7,1.1,0,-0.2,13.6,49,92.2,89.5,3,"WKU","IND","Brandon Doughty","Doughty, B","L",35
18,"Nate Sudfeld, IND","W 38-35  vs WKU",11.4,-3.2,0,0.3,8.4,34,89.2,89.2,3,"IND","WKU","Nate Sudfeld","Sudfeld, N","W",38
19,"Trevone Boykin, TCU","W 56-37  vs SMU",9.9,3.8,-1,-0.1,12.6,42,96.1,88.6,3,"TCU","SMU","Trevone Boykin","Boykin, T","W",56
20,"Tyler Jones, TXST","L 56-50  vs USM",6.2,6.4,-1.5,2,13.1,71,88.4,85.6,3,"TXST","USM","Tyler Jones","Jones, T","L",50
21,"Paxton Lynch, MEM","W 44-41  @ BGSU",10.9,2.6,-1.4,0.4,12.6,51,88.9,85.4,3,"MEM","BGSU","Paxton Lynch","Lynch, P","W",44
22,"Keenan Reynolds, NAVY","W 45-21  vs ECU",0.4,4.4,0,0.2,5,33,86.9,85,3,"NAVY","ECU","Keenan Reynolds","Reynolds, K","W",45
23,"Jerrod Heard, TEX","L 45-44  vs CAL",5.6,6.5,-1.4,0.4,11,60,84.2,84,3,"TEX","CAL","Jerrod Heard","Heard, J","L",44
24,"Anu Solomon, ARIZ","W 77-13  vs NAU",8,1.1,-0.2,0.4,9.4,42,93.9,83.4,3,"ARIZ","NAU","Anu Solomon","Solomon, A","W",77
25,"Matt Johnson, BGSU","L 44-41  vs MEM",11,2.6,-2.4,0,11.2,60,81.2,82.1,3,"BGSU","MEM","Matt Johnson","Johnson, M","L",41
26,"Jake Coker, ALA","L 43-37  vs MISS",1.5,4.1,-0.7,0.3,5.2,54,69.8,82,3,"ALA","MISS","Jake Coker","Coker, J","L",37
27,"Brandon Allen, ARK","L 35-24  vs TTU",6.1,0.5,0,-0.5,6.1,31,83.5,79.9,3,"ARK","TTU","Brandon Allen","Allen, B","L",24
28,"Cody Clements, USA","W 34-27  @ SDSU",4.9,-0.9,0,0.8,4.8,44,66.2,77.9,3,"USA","SDSU","Cody Clements","Clements, C","W",34
29,"Deshaun Watson, CLEM","W 20-17  @ LOU",3.2,0.8,-0.8,-0.3,3,45,54.6,77.5,3,"CLEM","LOU","Deshaun Watson","Watson, D","W",20
30,"Matt Davis, SMU","L 56-37  @ TCU",4.1,0.8,-1.7,0.8,4.1,54,61,75.9,3,"SMU","TCU","Matt Davis","Davis, M","L",37
31,"Riley Neal, BALL","W 28-17  @ EMU",6.6,3.5,-0.6,0,9.4,39,89.1,75.7,3,"BALL","EMU","Riley Neal","Neal, R","W",28
32,"Nathan Peterman, PITT","L 27-24  @ IOWA",5,-1.4,-1,0,2.6,34,57.2,75.2,3,"PITT","IOWA","Nathan Peterman","Peterman, N","L",24
33,"Everett Golson, FSU","W 14-0  @ BC",2.8,0.1,-1.7,0.5,1.8,33,52.2,74.4,3,"FSU","BC","Everett Golson","Golson, E","W",14
34,"Sam B. Richardson, ISU","L 30-23  @ TOL",8,2.1,-3.1,0,7,61,67.4,72.9,3,"ISU","TOL","Sam B. Richardson","Richardson, S","L",23
35,"Chase Litton, MRSH","W 45-7  vs NORF",7.8,-0.4,-0.4,-0.1,7,39,88.5,71.4,3,"MRSH","NORF","Chase Litton","Litton, C","W",45
36,"C.J. Beathard, IOWA","W 27-24  vs PITT",2.9,4.1,-0.8,-0.4,5.9,51,67.5,71.4,3,"IOWA","PITT","C.J. Beathard","Beathard, C","W",27
37,"Mike Bercovici, ASU","W 34-10  vs UNM",6.2,0.6,-0.6,-0.2,6,47,74.9,69.8,3,"ASU","UNM","Mike Bercovici","Bercovici, M","W",34
38,"Jacoby Brissett, NCST","W 38-14  @ ODU",5.6,2.8,-1.6,0,6.7,36,84.5,69.7,3,"NCST","ODU","Jacoby Brissett","Brissett, J","W",38
39,"Matt Johns, UVA","W 35-29  vs W&M",7,0.2,-0.7,-0.1,6.3,30,87.2,69,3,"UVA",NA,"Matt Johns","Johns, M","W",35
40,"Driphus Jackson, RICE","W 38-24  @ UNT",10.2,0.1,-2,-0.2,8.2,47,85.6,67.9,3,"RICE","UNT","Driphus Jackson","Jackson, D","W",38
41,"Tommy Armstrong Jr., NEB","L 36-33  @ MIA",2.3,1.7,-1.4,-0.3,2.5,62,55.7,67.2,3,"NEB","MIA","Tommy Armstrong Jr.","Armstrong, T","L",33
42,"Thomas Stuart, BSU","W 52-0  vs IDST",1.9,4.2,-1.6,-0.1,4.5,25,86,66.7,3,"BSU","IDST","Thomas Stuart","Stuart, T","W",52
43,"Dalton Sturm, UTSA","L 69-14  @ OKST",0.8,0.4,-0.5,0,0.7,25,59.2,66.7,3,"UTSA","OKST","Dalton Sturm","Sturm, D","L",14
44,"Mason Rudolph, OKST","W 69-14  vs UTSA",2.8,-0.4,-0.3,0,2.1,28,75.3,66.4,3,"OKST","UTSA","Mason Rudolph","Rudolph, M","W",69
45,"Joe Hubener, KSU","W 39-33  vs LT",7.1,-1.9,-0.7,-0.2,4.3,36,68.5,65.5,3,"KSU","LT","Joe Hubener","Hubener, J","W",39
46,"Alex McGough, FIU","W 39-14  vs NCCU",2.7,5.2,-0.2,-0.2,7.5,46,84.9,64.7,3,"FIU","NCCU","Alex McGough","McGough, A","W",39
47,"Caleb Rowe, MD","W 35-17  vs USF",6.2,-3.7,0,-0.2,2.3,44,53.6,64.6,3,"MD","USF","Caleb Rowe","Rowe, C","W",35
48,"Nick Stevens, CSU","L 27-24  vs COLO",3.4,1,0,0.1,4.4,47,62.1,64.4,3,"CSU","COLO","Nick Stevens","Stevens, N","L",24
49,"Cameron Coffman, WYO","L 31-14  @ WSU",6.1,0,-2.4,-0.3,3.4,45,62,64.3,3,"WYO","WSU","Cameron Coffman","Coffman, C","L",14
50,"Kyle Allen, TA&M","W 44-27  vs NEV",4.4,1.8,-1.7,0.4,5,43,75.1,63.8,3,"TA","NEV","Kyle Allen","Allen, K","W",44
51,"Brad Kaaya, MIA","W 36-33  vs NEB",4.5,-0.1,-0.5,-0.4,3.5,50,67.6,63.1,3,"MIA","NEB","Brad Kaaya","Kaaya, B","W",36
52,"Johnny McCrary, VAN","W 47-7  vs PEAY",7.9,-1.8,0,-0.3,5.8,41,83.5,62.3,3,"VAN","PEAY","Johnny McCrary","McCrary, J","W",47
53,"Matt Linehan, IDHO","W 41-38  vs WOF",7.4,4.6,-2.3,-0.4,9.3,49,82.8,61.1,3,"IDHO","WOF","Matt Linehan","Linehan, M","W",41
54,"James Tabary, ARST","W 70-7  vs MOST",2.9,0,-0.1,-0.2,2.6,28,82.2,60.1,3,"ARST","MOST","James Tabary","Tabary, J","W",70
55,"Mitch Leidner, MINN","W 10-7  vs KENT",3.8,0.4,-1.3,-0.5,2.5,38,54.7,59.5,3,"MINN","KENT","Mitch Leidner","Leidner, M","W",10
56,"Blake Frohnapfel, UMASS","L 25-23  vs TEM",4.8,-0.3,-0.9,-0.1,3.5,65,51.9,59.5,3,"UMASS","TEM","Blake Frohnapfel","Frohnapfel, B","L",23
57,"Brandon Silvers, TROY","L 28-3  @ WIS",1.5,0.5,-2.2,-0.2,-0.4,49,35.4,59.4,3,"TROY","WIS","Brandon Silvers","Silvers, B","L",3
58,"Jeremy Johnson, AUB","L 45-21  @ LSU",0.1,0.9,-1.4,-0.1,-0.5,33,31.4,59.1,3,"AUB","LSU","Jeremy Johnson","Johnson, J","L",21
59,"DeShone Kizer, ND","W 30-22  vs GT",4.4,-0.4,-0.8,-0.6,2.7,40,57,59.1,3,"ND","GT","DeShone Kizer","Kizer, D","W",30
60,"Seth Collins, ORST","W 35-21  vs SJSU",0.1,3.9,0,0,4,41,66,59,3,"ORST","SJSU","Seth Collins","Collins, S","W",35
61,"Chuckie Keeton, USU","L 31-17  @ WASH",-0.6,-0.1,0,0.7,0,42,37.8,58.6,3,"USU","WASH","Chuckie Keeton","Keeton, C","L",17
62,"Cooper Rush, CMU","L 30-27  @ SYR",6.2,0,-3.2,0.7,3.7,57,55.7,58.2,3,"CMU","SYR","Cooper Rush","Rush, C","L",27
63,"Sefo Liufau, COLO","W 27-24  @ CSU",3.7,-0.9,0,0.4,3.2,34,61.7,57.3,3,"COLO","CSU","Sefo Liufau","Liufau, S","W",27
64,"Gunner Kiel, CIN","W 37-33  @ M-OH",3.3,0,-0.7,0.1,2.6,31,60.1,57.3,3,"CIN","OH","Gunner Kiel","Kiel, G","W",37
65,"Karson Roberts, AFA","L 35-21  @ MSU",0.5,-1,0,0.5,-0.1,22,35.3,56.9,3,"AFA","MSU","Karson Roberts","Roberts, K","L",21
66,"Perry Orth, SC","L 52-20  @ UGA",0.2,0.4,-0.8,0.2,-0.1,21,36.7,56.7,3,"SC","UGA","Perry Orth","Orth, P","L",20
67,"Tanner Mangum, BYU","L 24-23  @ UCLA",4.1,-0.2,-2.8,-0.5,0.6,61,40.3,56.1,3,"BYU","UCLA","Tanner Mangum","Mangum, T","L",23
68,"Jeff Driskel, LT","L 39-33  @ KSU",2.9,5.9,-4.1,-0.1,4.5,71,54.4,55.7,3,"LT","KSU","Jeff Driskel","Driskel, J","L",33
69,"Blake Kemp, ECU","L 45-21  @ NAVY",5.7,-1.2,-2,0,2.5,53,55.5,55.1,3,"ECU","NAVY","Blake Kemp","Kemp, B","L",21
70,"Kevin Ellison, GASO","W 48-13  vs CIT",1.6,1.4,-0.5,-0.1,2.5,25,79.1,55.1,3,"GASO","CIT","Kevin Ellison","Ellison, K","W",48
71,"Tanner Lee, TULN","W 38-7  vs MAINE",5.5,0,-1.1,-0.1,4.4,33,77.8,53.3,3,"TULN","MAINE","Tanner Lee","Lee, T","W",38
72,"Chris Laviano, RUTG","L 28-3  @ PSU",0.9,-0.9,-1,-0.3,-1.3,56,28.5,52.8,3,"RUTG","PSU","Chris Laviano","Laviano, C","L",3
73,"Joshua Dobbs, TENN","W 55-10  vs WCU",3,0.1,-0.8,1,3.2,26,76.5,51.4,3,"TENN","WCU","Joshua Dobbs","Dobbs, J","W",55
74,"Thomas Woodson, AKR","W 52-9  vs SAV",1.3,1.7,0,0.3,3.3,32,76.4,51.4,3,"AKR","SAV","Thomas Woodson","Woodson, T","W",52
75,"Kendal Thompson, UTAH","W 45-24  @ FRES",3.1,-1.6,0,0.8,2.4,37,57.9,49.7,3,"UTAH","FRES","Kendal Thompson","Thompson, K","W",45
76,"Brenden Motley, VT","W 51-24  @ PUR",6.2,-0.6,-3.4,-0.3,1.9,42,49.7,48.6,3,"VT","PUR","Brenden Motley","Motley, B","W",51
77,"Max Wittek, HAW","W 47-27  vs UCD",5.5,0.2,-1.7,-0.1,3.8,32,73.6,47.6,3,"HAW","UCD","Max Wittek","Wittek, M","W",47
78,"Tyler Rogers, NMSU","L 50-47  vs UTEP",4.8,1.3,-2.4,0.1,3.8,41,62,45.8,3,"NMSU","UTEP","Tyler Rogers","Rogers, T","L",47
79,"Nick Arbuckle, GAST","L 61-28  @ ORE",2.6,-0.2,-1.9,0.1,0.6,43,43.5,45.8,3,"GAST","ORE","Nick Arbuckle","Arbuckle, N","L",28
80,"Chason Virgil, FRES","L 45-24  vs UTAH",-1.1,1.9,-1.5,-0.5,-1.1,32,27.1,44.4,3,"FRES","UTAH","Chason Virgil","Virgil, C","L",24
81,"Kendall Hinton, WAKE","W 17-14  @ ARMY",0.8,4.1,-1,0,4,44,60.8,44.3,3,"WAKE","ARMY","Kendall Hinton","Hinton, K","W",17
82,"Ahmad Bradshaw, ARMY","L 17-14  vs WAKE",1.3,-0.6,-0.4,0,0.4,25,41.4,43.8,3,"ARMY","WAKE","Ahmad Bradshaw","Bradshaw, A","L",14
83,"Darius Wade, BC","L 14-0  vs FSU",-1.3,1.4,-1.1,-0.3,-1.3,24,25.6,42.5,3,"BC","FSU","Darius Wade","Wade, D","L",0
84,"Bryant Shirreffs, CONN","L 9-6  @ MIZ",1.8,-2.3,-1.4,-0.3,-2.2,44,26.7,42.1,3,"CONN","MIZ","Bryant Shirreffs","Shirreffs, B","L",6
85,"Tyler Stewart, NEV","L 44-27  @ TA&M",1,-1.5,-2.5,0.8,-2.1,44,22.3,42,3,"NEV","TA","Tyler Stewart","Stewart, T","L",27
86,"Thomas Sirk, DUKE","L 19-10  vs NW",-4.5,-1.7,0,-0.1,-6.3,58,16.2,41.6,3,"DUKE","NW","Thomas Sirk","Sirk, T","L",10
87,"Shuler Bentley, ODU","L 38-14  vs NCST",0.4,-0.4,-1.1,0.5,-0.6,28,30.7,40.9,3,"ODU","NCST","Shuler Bentley","Bentley, S","L",14
88,"Kyle Bolin, LOU","L 20-17  vs CLEM",-0.3,-1.2,-2.9,0,-4.3,42,17.2,40.5,3,"LOU","CLEM","Kyle Bolin","Bolin, K","L",17
89,"Andrew McNulty, UNT","L 38-24  vs RICE",3.9,1.7,-1,-0.2,4.3,43,66.5,37.5,3,"UNT","RICE","Andrew McNulty","McNulty, A","L",24
90,"Luke Falk, WSU","W 31-14  vs WYO",7.5,0.1,-1.9,-0.4,5.2,54,64.2,36.3,3,"WSU","WYO","Luke Falk","Falk, L","W",31
91,"Maty Mauk, MIZ","W 9-6  vs CONN",0,0.5,-0.6,0,-0.1,31,36.6,35.9,3,"MIZ","CONN","Maty Mauk","Mauk, M","W",9
92,"Patrick Towles, UK","L 14-9  vs FLA",-2.1,3,-4.6,-0.1,-3.9,35,15.4,35.6,3,"UK","FLA","Patrick Towles","Towles, P","L",9
93,"P.J. Walker, TEM","W 25-23  @ UMASS",4.6,-2.3,-1.7,0.6,1.1,61,42.3,33,3,"TEM","UMASS","P.J. Walker","Walker, P","W",25
94,"Christian Hackenberg, PSU","W 28-3  vs RUTG",1.3,-0.6,0,-0.1,0.5,25,45.3,32.3,3,"PSU","RUTG","Christian Hackenberg","Hackenberg, C","W",28
95,"Derrius Vick, OHIO","W 35-14  vs SELA",5.6,-1.7,-1.5,0,2.5,37,59.4,32.3,3,"OHIO","SELA","Derrius Vick","Vick, D","W",35
96,"Jeff Lockie, ORE","W 61-28  vs GAST",2.9,-1.8,-0.4,-0.2,0.5,42,42.7,31.6,3,"ORE","GAST","Jeff Lockie","Lockie, J","W",61
97,"Austin Apodaca, UNM","L 34-10  @ ASU",-0.4,-0.4,-0.1,0,-1,22,21.5,31.2,3,"UNM","ASU","Austin Apodaca","Apodaca, A","L",10
98,"Quinton Flowers, USF","L 35-17  @ MD",0.1,2.1,-2.7,-0.4,-1,47,30.4,31,3,"USF","MD","Quinton Flowers","Flowers, Q","L",17
99,"Will Grier, FLA","W 14-9  @ UK",-0.9,1.5,-1.1,-0.4,-0.8,37,32.2,26,3,"FLA","UK","Will Grier","Grier, W","W",14
100,"Jake Rudock, MICH","W 28-7  vs UNLV",0.1,0,0,0,0.1,25,39.3,25.9,3,"MICH","UNLV","Jake Rudock","Rudock, J","W",28
101,"Maxwell Smith, SDSU","L 34-27  vs USA",-0.1,-0.2,-0.8,0.4,-0.7,32,32.2,24.7,3,"SDSU","USA","Maxwell Smith","Smith, M","L",27
102,"Wes Lunt, ILL","L 48-14  @ UNC",-3.4,0,0,-0.2,-3.5,37,14.3,22.4,3,"ILL","UNC","Wes Lunt","Lunt, W","L",14
103,"Drew Kummer, M-OH","L 37-33  vs CIN",-0.3,-1.9,0,-0.1,-2.3,35,22.9,21.8,3,"OH","CIN","Drew Kummer","Kummer, D","L",33
104,"Blake Decker, UNLV","L 28-7  @ MICH",-2.5,0,0,0,-2.5,23,9,20.8,3,"UNLV","MICH","Blake Decker","Decker, B","L",7
105,"J.T. Barrett, OSU","W 20-13  vs NIU",-2.7,0.5,0,-0.3,-2.5,24,16.8,19.3,3,"OSU","NIU","J.T. Barrett","Barrett, J","W",20
106,"Drew Hare, NIU","L 20-13  @ OSU",-5.2,0.2,-3.1,-0.4,-8.5,46,7.3,18.9,3,"NIU","OSU","Drew Hare","Hare, D","L",13
107,"Jason Driskel, FAU","L 33-15  vs BUFF",0.8,0.1,-4.5,0.3,-3.4,70,24.3,16.5,3,"FAU","BUFF","Jason Driskel","Driskel, J","L",15
108,"Justin Thomas, GT","L 30-22  @ ND",-2.8,-1.6,-1,0.4,-5,39,9.3,15.6,3,"GT","ND","Justin Thomas","Thomas, J","L",22
109,"Austin Appleby, PUR","L 51-24  vs VT",-4.1,-0.6,-1.9,1.3,-5.3,44,10.7,15.4,3,"PUR","VT","Austin Appleby","Appleby, A","L",24
110,"Hayden Moore, CIN","W 37-33  @ M-OH",-1.7,0,-1.7,0.5,-2.8,26,16.3,14.8,3,"CIN","OH","Hayden Moore","Moore, H","W",37
111,"Brogan Roback, EMU","L 28-17  vs BALL",-0.2,-0.7,-1,0,-2,47,27.6,12.6,3,"EMU","BALL","Brogan Roback","Roback, B","L",17
112,"Joe Licata, BUFF","W 33-15  @ FAU",-2.1,0,-1,-0.4,-3.5,24,10.9,12.4,3,"BUFF","FAU","Joe Licata","Licata, J","W",33
113,"Colin Reardon, KENT","L 10-7  @ MINN",-4.5,-2.5,-0.4,0.2,-7.2,40,8.2,11.3,3,"KENT","MINN","Colin Reardon","Reardon, C","L",7
114,"Matt Johnson, CHAR","L 73-14  @ MTSU",-0.1,-1.3,0,-0.1,-1.4,23,10.6,10.3,3,"CHAR","MTSU","Matt Johnson","Johnson, M","L",14
115,"Phillip Ely, TOL","W 30-23  vs ISU",-1.5,-3.1,0,-0.1,-4.7,33,11.8,9.8,3,"TOL","ISU","Phillip Ely","Ely, P","W",30
116,"Clayton Thorson, NW","W 19-10  @ DUKE",-5.4,0.3,-1.3,0,-6.4,34,7.9,9.4,3,"NW","DUKE","Clayton Thorson","Thorson, C","W",19
117,"Josh Rosen, UCLA","W 24-23  vs BYU",-5,0,0,-0.2,-5.2,24,5.7,5.8,3,"UCLA","BYU","Josh Rosen","Rosen, J","W",24
118,"Blake Bogenschutz, UTSA","L 69-14  @ OKST",-1,-2.3,-0.9,-0.1,-4.3,20,3.9,5.4,3,"UTSA","OKST","Blake Bogenschutz","Bogenschutz, B","L",14
119,"Tra'Von Chapman, AKR","W 52-9  vs SAV",-2,-1.2,0,0.2,-3,21,7,2.4,3,"AKR","SAV","Tra'Von Chapman","Chapman, T","W",52
120,"Tyler Harris, UCF","L 16-15  vs FUR",-5.6,0.1,0,0.2,-5.2,21,4.4,1.5,3,"UCF","FUR","Tyler Harris","Harris, T","L",15
